"edad","grupo_edad","genero","comunidad_autonoma","nacido_espana","tamano_municipio","nivel_estudios","situacion_laboral","sector_laboral","ingresos_hogar","religion","lengua","ideologia","participacion_2023_raw","participacion_2023_final","voto_2023_raw","voto_2023_raw_otros","voto_2023_final","prob_voto_declarada","intencion_voto_raw","intencion_voto_raw_otros","intencion_voto_simpatia","intencion_voto_final","simpatia_partido","simpatia_partido_otros","nunca_pp","nunca_psoe","nunca_vox","nunca_sumar","nunca_podemos","nunca_salf","nunca_erc","nunca_junts","nunca_pnv","nunca_bildu","nunca_cc","nunca_bng","nunca_upn","nunca_ninguno","nunca_todos","prob_voto_pp","prob_voto_psoe","prob_voto_vox","prob_voto_sumar","prob_voto_podemos","prob_voto_salf","prob_voto_erc","prob_voto_junts","prob_voto_pnv","prob_voto_bildu","prob_voto_cc","prob_voto_bng","prob_voto_upn","lider_preferido","lider_preferido_otros","norma_social_voto","interes_politico","modelo_territorial","prob_voto_estimada","peso"
57,"55-64","Hombre","Cataluña","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Privado","Más de 5000 euros","Católico practicante","Castellano","7","Votó","Votó","PP","","PP",8,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,"No marcado","No marcado","Muy probable",,"Algo probable",,,,,,,,,,,"Feijóo","","Mayoría vota","Mucho","Mantener",0.967850804328918,1.54891515388653
61,"55-64","Mujer","Región de Murcia","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado","Poco probable","Muy probable",,"Poco probable","Poco probable",,,,,,,,,"Pedro Sánchez","","Todos votan","Bastante","Mantener",0.967195987701416,0.355538352916915
55,"55-64","Mujer","País Vasco","Sí","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","3","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,"No marcado","Nunca votaría",,,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Poco probable",,,,"Algo probable",,,,,"Pedro Sánchez","",,"Poco","Mantener",0.943426609039307,0.566807495299761
61,"55-64","Hombre","Galicia","No","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Privado","Más de 5000 euros","Otra","Castellano","5","No suele votar","Abstención",,"","Abstención",0,"No votaría","","No votaría","Abstención",,"","Nunca votaría","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,"Nunca votaría",,"No marcado","No marcado",,,"Algo probable",,,,,,,,,,,"Abascal","","Mayoría vota","Poco","Centralizado",0.152694582939148,3.55179783367081
56,"55-64","Mujer","Comunidad de Madrid","Sí","Entre 100.000 y 500.000 habitantes","Primaria","Trabajo doméstico","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","7","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,"Muy probable","Poco probable","Poco probable","Poco probable",,,,,,,,"Abascal","","Todos votan","Bastante","Centralizado",0.955332636833191,0.33743199958423
62,"55-64","Hombre","País Vasco","Sí","Entre 10.000 y 49.999 habitantes","FP","Parado","Autónomo","Menos de 1000 euros","Ateo/agnóstico","Castellano","2","Votó","Votó","Sumar","","Sumar",10,"Podemos","Podemos","Podemos","Podemos",,"","Nunca votaría","Nunca votaría","Nunca votaría","No marcado","No marcado","Nunca votaría",,,"No marcado","No marcado",,,,"No marcado","No marcado",,,,"Poco probable","Muy probable",,,,"Poco probable","Poco probable",,,,"Irene Montero","",,"Mucho","Federal",0.949462652206421,0.865272574092371
58,"55-64","Hombre","Andalucía","No","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","4","Votó","Votó","PSOE","","PSOE",10,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Poco probable","Muy probable",,,"Muy probable",,,,,,,,"Abascal","","Todos votan","Mucho","Centralizado",0.967619955539703,0.677861927398066
56,"55-64","Hombre","Cantabria","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Jubilado","Privado","Entre 2000 y 2999 euros","Católico practicante","Castellano","8","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable","Algo probable","Poco probable","Poco probable",,"Poco probable",,,,,,,,"Feijóo","","Todos votan","Mucho","Centralizado",0.967316806316376,0.773822299789281
57,"55-64","Hombre","Cataluña","Sí","Entre 100.000 y 500.000 habitantes","Secundaria/ESO","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Catalán","1","Votó","Votó","ERC","","ERC",10,"ERC","","ERC","Regionales",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado","No marcado",,,,,,"No marcado","No marcado",,"Poco probable",,"Poco probable","Algo probable",,"Muy probable","Algo probable",,,,,,"Gabriel Rufián","","Pocos votan","Bastante","Federal",0.935289442539215,0.239486427800166
59,"55-64","Mujer","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Secundaria/ESO","Trabaja","Otro","Entre 2000 y 2999 euros","Católico no practicante","Castellano","8","Votó","Votó","PSOE","","PSOE",5,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Algo probable","Algo probable",,,,,,,,,,,,"Yolanda Díaz / Sumar","","Mitad vota","Poco","Centralizado",0.885518491268158,0.60888255426275
60,"55-64","Mujer","Andalucía","Sí","Entre 2000 y 9.999 habitantes","Secundaria/ESO","Jubilado","Público","Menos de 1000 euros","Católico no practicante","Castellano","2","Votó","Votó","Podemos","Podemos","Sumar",10,"Podemos","","Podemos","Podemos",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Algo probable",,"Algo probable","Muy probable",,,,,,,,,"Pedro Sánchez","","Pocos votan","Poco","Centralizado",0.88584703207016,1.24178763535323
60,"55-64","Mujer","Comunidad Valenciana","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Trabaja","Autónomo","Entre 2000 y 2999 euros","Católico practicante","Castellano","9","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Muy probable",,"Poco probable","Poco probable","Poco probable","Poco probable",,,,,,,,"Feijóo","","Todos votan","Mucho","Mantener",0.980270028114319,0.969046951698661
56,"55-64","Mujer","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","3","Votó","Votó","PSOE","","PSOE",10,"Sumar","","Sumar","Sumar",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Muy probable","Algo probable",,,,,,,,,"Gabriel Rufián","","Todos votan","Poco","Mantener",0.963943898677826,0.295908115190742
57,"55-64","Hombre","Islas Canarias","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Parado","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,"No marcado",,,"No marcado","No marcado","Algo probable",,"Muy probable",,,"Algo probable",,,,,"Algo probable",,,"Otro","ayuso","Todos votan","Poco","Mantener",0.931137263774872,2.29878497510988
64,"55-64","Mujer","Comunidad Valenciana","Sí","Entre 50.000 y 99.999 habitantes","Secundaria/ESO","Trabajo doméstico","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","7","Votó","Votó","PSOE","","PSOE",10,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Poco probable","Poco probable","Muy probable",,,,,,,,,,,"Abascal","","Todos votan","Bastante","Centralizado",0.9653080701828,0.310075553008758
57,"55-64","Mujer","Castilla-La Mancha","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabaja","Público","Entre 2000 y 2999 euros","Católico no practicante","Castellano","6","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,"Poco probable",,,,,,,,,,,"Ninguno","","Mayoría vota","Mucho","Mantener",0.949936926364899,0.9792416595323
60,"55-64","Mujer","Cataluña","Sí","Más de 500.000 habitantes","FP","Trabaja","Privado","Entre 2000 y 2999 euros","Católico practicante","Castellano","4","Votó","Votó","PSOE","","PSOE",6,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,"No marcado","No marcado",,"Algo probable",,"Algo probable",,,,,,,,,,"Gabriel Rufián","","Mayoría vota","Bastante","Mantener",0.954273700714111,0.740481678784843
63,"55-64","Mujer","País Vasco","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Público","Entre 2000 y 2999 euros","Católico no practicante","Vasco","4","No suele votar","Abstención",,"","Abstención",2,"No votaría","","No votaría","Abstención",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,"No marcado","No marcado",,,,"No marcado","No marcado",,"Poco probable",,"Poco probable","Poco probable",,,,"Algo probable","Poco probable",,,,"Ninguno","",,"Bastante","Federal",0.194865584373474,1.94219809846656
56,"55-64","Mujer","Comunidad Valenciana","Sí","Entre 10.000 y 49.999 habitantes","FP","Trabaja","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","Nunca votaría","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable",,,"Poco probable",,"Algo probable",,,,,,,,"Feijóo","","Todos votan","Bastante","Centralizado",0.974738597869873,1.83538780918633
62,"55-64","Hombre","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabaja","Autónomo","Más de 5000 euros","Católico practicante","Castellano","10 Extr. der.","Votó","Votó","Vox","","Vox",10,"SALF","","SALF","SALF",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,"Muy probable",,,"Muy probable",,,,,,,,"Abascal","","Todos votan","Mucho","Federal",0.983116447925568,1.13133527234918
56,"55-64","Hombre","Comunidad de Madrid","Sí","Más de 500.000 habitantes","FP","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","10 Extr. der.","Votó","Votó","PP","","PP",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,"Muy probable",,,,,,,,,,,"Abascal","","Todos votan","Bastante","Centralizado",0.976991236209869,0.384602489714775
62,"55-64","Mujer","Principado de Asturias","Sí","Más de 500.000 habitantes","Universitaria","Parado","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","2","Votó","Votó","PSOE","","PSOE",9,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Algo probable",,"Algo probable",,,,,,,,,,"Pedro Sánchez","","Mayoría vota","Bastante","Mantener",0.948367238044739,0.287384763837645
61,"55-64","Mujer","Islas Canarias","Sí","Entre 2000 y 9.999 habitantes","Bachillerato","Trabaja","Privado","Entre 3000 y 5000 euros","Ateo/agnóstico","Castellano","3","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,"No marcado",,,"No marcado","No marcado","Poco probable","Muy probable",,"Algo probable","Poco probable","Poco probable",,,,,"Poco probable",,,"Pedro Sánchez","","Todos votan","Mucho","Mantener",0.962935090065002,1.8184091108604
63,"55-64","Mujer","Cataluña","Sí","Más de 500.000 habitantes","Universitaria","Jubilado","Privado","Entre 2000 y 2999 euros","Católico no practicante","Catalán","2","Votó","Votó","PSOE","","PSOE",10,"Otro","Alianca catalana","Otro","Otros",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado","Poco probable","Algo probable",,"Poco probable","Poco probable","Poco probable","Poco probable","Poco probable",,,,,,"Otro","Silvia orriols","Mayoría vota","Nada","Centralizado",0.818865597248077,0.740481678784843
58,"55-64","Mujer","Principado de Asturias","Sí","Entre 100.000 y 500.000 habitantes","Bachillerato","Trabajo doméstico","Privado","Entre 1000 y 1999 euros","Católico practicante","Castellano","10 Extr. der.","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,"Algo probable",,,,,,,,,,,"Feijóo","","Mayoría vota","Bastante","Centralizado",0.978981912136078,0.410252469389852
62,"55-64","Mujer","Comunidad Valenciana","Sí","Entre 50.000 y 99.999 habitantes","Secundaria/ESO","Trabajo doméstico","Otro","Entre 1000 y 1999 euros","Católico practicante","Castellano","10 Extr. der.","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Muy probable",,,,,,,,,,,,,"Feijóo","","Todos votan","Poco","Mantener",0.973613262176514,0.4354044646066
64,"55-64","Hombre","Castilla y León","Sí","Entre 2000 y 9.999 habitantes","Bachillerato","Jubilado","Privado","Entre 2000 y 2999 euros","Católico practicante","Castellano","5","Votó","Votó","Otro","UPL","Otros",10,"Otro","UPL","Otro","Otros",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Algo probable","Algo probable",,,,,,,,,,,,"Pedro Sánchez","","Mayoría vota","Mucho","Mantener",0.94055837392807,0.608416125118289
55,"55-64","Hombre","Islas Canarias","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Trabaja","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,"No marcado",,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Algo probable",,,,,,"Poco probable",,,"Pedro Sánchez","","Todos votan","Mucho","Federal",0.975526630878448,0.420061927444613
57,"55-64","Mujer","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabajo doméstico","Otro","Entre 1000 y 1999 euros","Católico no practicante","Castellano","7","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable",,,,,,,,,,,,,"Feijóo","","Todos votan","Poco","Mantener",0.961938321590424,0.462045544621596
63,"55-64","Mujer","Comunidad Valenciana","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","8","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Algo probable",,"Muy probable",,,,,,,,,,,"Abascal","","Todos votan","Mucho","Centralizado",0.980075120925903,0.353231717372777
59,"55-64","Hombre","Comunidad de Madrid","Sí","Entre 100.000 y 500.000 habitantes","FP","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","0 Extr. izq.","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Algo probable","Algo probable",,,,,,,,"Gabriel Rufián","","Mayoría vota","Poco","Centralizado",0.899925529956818,0.57296158961716
63,"55-64","Hombre","Comunidad Valenciana","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Jubilado","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","2","Votó","Votó","Sumar","","Sumar",9,"Sumar-Compromis","","Sumar","Sumar",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,"Poco probable",,"Muy probable","Poco probable","Poco probable",,,,,,,,"Gabriel Rufián","","Todos votan","Bastante","Federal",0.96055018901825,0.439604186119016
57,"55-64","Hombre","Castilla y León","Sí","Entre 100.000 y 500.000 habitantes","Bachillerato","Trabaja","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable","Algo probable",,,,,,,,,,,"Feijóo","","Mayoría vota","Bastante","Centralizado",0.953735709190369,0.762858035424983
66,"+65","Mujer","Islas Canarias","Sí","Entre 10.000 y 49.999 habitantes","Secundaria/ESO","Trabajo doméstico","Otro","Entre 2000 y 2999 euros","Católico no practicante","Castellano","5","Votó","Votó","Otro","Pacma","Otros",10,"Otro","Pacma","Otro","Otros",,"","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría","No marcado",,,,,"Nunca votaría",,,"No marcado","No marcado",,,,,,"Poco probable",,,,,"Poco probable",,,"Ninguno","","Mayoría vota","Nada","Mantener",0.871806621551514,0.919822712929243
